區鄉,里村,納稅單位,合計,營利所得,執行業務所得,薪資所得,利息所得,租賃及權利金,財產交易所得,機會中獎所得,股利所得,退職所得,其他所得,稿費所得,申報大於歸戶,薪資收入,稿費收入
松山區,中崙里,1438,1908508,18195,61724,1266480,79649,104855,6169,2630,216249,1921,144362,520,5753,1580230,3793
松山區,自強里,3063,3843099,24690,111796,2889360,201094,60116,15388,8037,421738,19086,87315,3536,942,3529915,15384
松山區,鵬程里,1844,1975239,9356,58680,1503625,87323,47561,6418,2530,207747,18273,30393,823,2509,1898744,4791
松山區,東榮里,2864,4699275,15010,302684,2819500,218692,231312,29799,5397,961273,20704,75172,3393,16339,3385810,13156
松山區,介壽里,1545,2046183,11023,62523,1337531,96011,105847,9794,1843,359302,9010,50393,303,2602,1649270,3417
松山區,東勢里,1589,2381151,19189,41520,1285299,106948,152921,5356,3406,733672,7524,23352,304,1660,1593346,4838
松山區,東光里,2531,2995346,14721,64367,1867665,159690,177436,12275,4335,621607,5995,51116,1971,14168,2347264,8550
松山區,中正里,3475,6346620,40555,164365,3452514,213915,421795,31642,6139,1796577,28719,136945,2620,50833,4182331,13793
松山區,復盛里,2178,2063085,16243,59331,1378743,109195,67376,8401,2994,374956,9061,31219,1368,4198,1814334,6352
松山區,復勢里,2340,2698479,15432,65199,1812197,151495,161560,5436,5271,390309,0,49114,1266,41200,2287274,5367
松山區,美仁里,1240,1566381,10410,41922,1011464,76496,115519,9221,2270,251979,4638,19838,62,22560,1263669,2375
松山區,吉仁里,1426,1733586,9104,60423,1116954,86039,89444,11617,2406,296224,23314,25748,3101,9211,1406617,7480
松山區,精忠里,1572,3319732,22826,145439,1510553,123581,125400,8430,2871,1315070,15244,33557,9612,7150,1823752,16849
松山區,東昌里,937,3848361,3384,42186,794849,98618,60270,6827,1263,2802887,2060,27852,590,7575,980875,3032
松山區,福成里,928,1752291,24947,57999,780876,66978,74528,5712,4374,713057,0,20344,773,2703,957249,3851
松山區,中華里,2323,6577126,16217,134212,2528096,188975,185416,11423,3432,3333232,25703,129193,2263,18965,3005692,10610
松山區,吉祥里,3075,3575722,32132,99308,2199399,166405,161693,21411,3048,823188,15067,50014,126,3932,2808515,5205
松山區,新東里,1744,1732442,15470,51866,1207441,87084,63252,6587,3160,251626,4905,36092,1271,3687,1563518,5374
松山區,三民里,2438,2944426,26799,59924,1889290,147452,115607,8929,3560,605034,2806,68134,1697,15196,2366787,8903
松山區,復建里,1631,1996607,16815,54181,1373305,102244,93125,16379,2531,290902,5606,37835,171,3514,1717163,3233
松山區,敦化里,2435,3479761,25419,82637,1978355,160967,237560,17206,2854,895022,11774,52800,1064,14102,2485044,6978
松山區,安平里,2947,2562196,25504,81354,1836481,120985,105935,10023,4349,319286,3040,41758,1811,11671,2438169,8534
松山區,富錦里,1810,2445307,8983,50713,1407928,107285,88517,10064,2528,700031,13557,25445,838,29419,1779749,4592
松山區,莊敬里,1613,1361477,12345,34987,1050137,59044,38768,1723,1730,107014,32118,20833,244,2534,1404448,2972
松山區,新益里,1634,1514178,11170,37633,1100432,76593,37129,2278,2264,212125,6759,20705,716,6376,1445412,4169
松山區,富泰里,1647,1846062,12608,40290,1352219,88528,51596,4991,2538,263246,1644,23999,935,3468,1671802,6725
松山區,龍田里,3580,5014625,30414,162373,3815607,245879,111120,15287,8689,510953,19689,87464,2371,4779,4610210,12738
松山區,慈祐里,2472,1978219,28815,55263,1388455,78330,134262,11619,4371,228736,3465,34717,1033,9154,1880842,4600
松山區,復源里,1091,1528649,15460,53744,962636,61872,53943,7074,1135,331205,4812,24882,317,11568,1194093,2704
松山區,民福里,2224,2209825,13311,50681,1478852,118291,67485,14757,4415,414245,3696,30731,683,12677,1917900,4957
松山區,松基里,1381,2733042,14087,70932,1709455,78419,140507,8248,2044,675946,10799,21028,211,1366,1978873,2947
松山區,新聚里,2871,2846285,33031,64972,1940978,133879,153609,17595,6037,423384,6820,57174,2848,5958,2532290,11019
松山區,民有里,3362,5354547,38642,90105,2923628,275974,569134,28341,3954,1329576,11288,68090,2167,13649,3541508,11174
松山區,其　他,382,352173,6256,6061,267357,12418,16050,1177,523,35635,0,7257,66,0,339283,1001
松山區,合　計,69630,95230003,638563,2621395,57237662,4186346,4420650,387597,118928,23213032,349098,1644869,51075,360789,71381979,231463
大安區,建安里,1877,2945789,41775,119766,1437935,142165,337507,12262,1966,773663,6473,47497,3088,21693,1752411,10252
大安區,通安里,1877,2048689,18704,59879,1343492,100217,114761,8946,2673,320106,2854,74201,927,1928,1705100,5659
大安區,民輝里,2563,6149518,47817,138626,2523813,230162,335840,37938,2839,2715923,11578,76545,6471,21968,3000533,18997
大安區,德安里,2042,3604000,10122,119361,1914756,172148,190402,25113,2867,1084379,2678,72955,1710,7509,2274702,9111
大安區,敦安里,2310,5370092,38610,134276,2334780,187698,301759,50921,2376,2257111,10007,41585,4819,6151,2762244,16654
大安區,光明里,1336,3891090,8158,62606,1505441,98211,79586,9427,1622,2021143,52664,43325,1928,6979,1797972,9641
大安區,永康里,1324,2102044,10611,39241,1216792,106724,158654,16402,1299,493532,18872,23363,2379,14176,1481012,6439
大安區,福住里,2309,4210296,21335,145564,2466889,193864,203931,44055,3516,1003863,12616,94587,5424,14651,2932449,18360
大安區,仁愛里,2008,5964049,45065,134318,1897897,342122,449431,326643,1691,2623043,20722,40603,819,81694,2223048,5822
大安區,義村里,2077,3228249,22039,83800,1499395,141527,104084,6863,2129,1318419,3748,43441,1116,1690,1880309,6309
大安區,臥龍里,749,1369999,3595,42187,786929,51845,45556,7023,1003,410063,852,18644,1338,964,946843,5227
大安區,通化里,2118,2255831,15054,74541,1440944,112701,136612,7411,2650,389634,8823,41081,1188,25192,1861229,6016
大安區,龍生里,2397,3621894,11997,155319,2443499,209031,149952,13326,4389,524038,15184,82080,1684,11394,2928348,13287
大安區,新龍里,2402,3442757,13875,103051,2458150,174891,81007,8551,3835,498917,9528,81417,1505,8029,2967826,11067
大安區,住安里,1784,2675256,10659,51588,1411606,108290,109695,7552,1881,917227,4789,37035,998,13937,1753149,6306
大安區,錦泰里,1384,1972140,7500,60298,1438462,109084,65467,5952,1983,222880,8107,49358,314,2736,1727379,5852
大安區,建倫里,2254,4998989,40863,130880,1990081,187035,467978,31878,3396,2058037,10748,67489,885,9719,2369433,7040
大安區,錦華里,2107,3514601,13304,101495,2195823,160391,135050,14895,3535,768482,13348,83282,2439,22558,2656435,12567
大安區,光武里,2646,3985468,24222,114932,1854351,180255,270397,11908,2695,1423635,14768,70027,1622,16656,2308470,9224
大安區,仁慈里,1929,3341788,54026,115583,1948387,149126,192621,12695,4295,799605,11016,40870,2723,10840,2318550,9942
大安區,黎孝里,2645,2376157,23483,45049,1729534,130191,80997,4914,4442,308160,4471,36168,2507,6240,2278866,10584
大安區,民炤里,3093,6901427,24988,176709,2915656,287970,372904,27017,3887,2917794,38104,73524,3680,59196,3499861,16684
大安區,昌隆里,1237,2170458,19789,52665,894057,116292,184244,10039,1296,816382,26613,33857,1701,13524,1093159,6416
大安區,黎和里,1600,1621763,11842,53407,1210453,72228,32887,5645,2003,188970,2186,36012,1207,4922,1559756,5425
大安區,龍雲里,1787,4725200,16688,76457,1432657,130164,198744,18652,2205,2735485,12010,75222,1312,25603,1758697,6147
大安區,芳和里,1941,1977229,11029,55446,1427363,98710,52040,25391,3280,245999,2861,44612,1243,9255,1820858,7412
大安區,龍安里,2365,5491921,123220,290583,2479059,244793,189315,22254,6547,1888971,26549,204666,2752,13212,2941945,16392
大安區,義安里,2057,4786489,53807,155927,1976791,162756,295162,23324,2621,2014473,17189,61371,7863,15205,2358594,16953
大安區,虎嘯里,1441,2112447,12229,103602,1273001,116834,125276,10730,1912,416237,20350,29684,1144,1447,1547347,5819
大安區,龍淵里,3233,4635305,18594,113137,3214942,223425,131717,10667,5900,819283,8272,76324,5631,7412,3923903,23968
大安區,龍坡里,2051,3049464,11183,83130,2083883,180414,99031,7172,5276,478776,27981,49834,4286,18497,2491377,21014
大安區,龍門里,1573,2931159,18602,112946,1725412,138522,93072,11945,2120,660384,80509,83525,1467,2655,2042099,11074
大安區,敦煌里,2201,3784420,45522,101660,2040301,179971,254867,13050,3007,1048710,3594,79541,1683,12512,2449979,9003
大安區,羣賢里,2161,3347054,16861,91593,1936173,158719,151179,19426,5263,884112,13207,51035,3052,16434,2326939,12150
大安區,車層里,2362,3910569,53304,93899,1865559,181323,309097,22902,3955,1221214,52915,35256,2892,68254,2256873,11189
大安區,光信里,2690,4249239,19942,155009,2417179,221109,194729,37102,4027,1049781,78205,52843,1290,18024,2922509,9953
大安區,和安里,2398,8420903,315815,153482,2724324,172804,196671,52801,3540,4688350,8527,68220,2455,33915,3228856,12482
大安區,正聲里,1758,3685411,11638,122395,1794585,153841,164600,24709,2431,1227874,18500,159360,2336,3141,2111076,7476
大安區,誠安里,1521,1760764,11766,42784,942741,101609,164350,12803,1851,406784,9793,57028,468,8787,1201031,4632
大安區,華聲里,1534,2982510,408084,53725,1213442,95765,110904,16915,2324,1012920,22403,31003,4891,10134,1513702,11935
大安區,臨江里,1341,1100302,30536,30897,810491,55149,47225,3194,1498,99211,0,17745,60,4296,1081719,1984
大安區,龍陣里,1332,1990678,7758,68316,1124596,102470,100022,11890,1601,514557,19624,14464,557,24823,1373820,5172
大安區,龍圖里,2570,3860364,16917,157415,2311248,195886,180817,29887,3788,799287,15648,65188,1452,82830,2792660,9206
大安區,古莊里,2722,3679256,18467,150106,2331108,208278,182032,13679,3707,663231,13622,86547,3884,4595,2859820,19931
大安區,錦安里,2146,3951818,22753,89288,2379343,221977,163514,9239,3492,952397,16634,55293,2612,35276,2819857,13601
大安區,大學里,3121,4205770,18343,207836,2739581,249247,197012,11221,7269,575362,56803,107305,5910,29882,3340625,23791
大安區,古風里,1569,2345754,31434,64205,1399291,118081,82351,12464,3153,574452,9713,38008,216,12385,1701944,5377
大安區,全安里,1625,2816718,24662,68319,1650539,148702,166765,37848,2011,650833,13473,20588,1633,31347,1946595,6521
大安區,黎元里,1778,1292652,14275,22114,1022633,55061,33935,6110,2357,104161,3104,26034,406,2460,1406980,2750
大安區,法治里,1661,1883358,11127,73821,1312234,92629,63019,5112,1538,282186,11375,25688,743,3886,1628150,5048
大安區,龍泉里,1806,2585695,42318,80287,1749947,128009,74926,25746,4621,365145,39554,45511,1021,28610,2117110,10210
大安區,羣英里,2547,2757555,7952,92181,2081071,163226,39401,10886,5229,283786,17297,48013,1099,7414,2584836,9253
大安區,學府里,694,711565,3453,7764,565860,47827,11073,3060,1034,61946,1842,4804,1124,1777,705088,7694
大安區,其　他,169,174228,1652,1379,102925,9870,10417,1271,192,42376,123,4043,0,0,129758,208
大安區,合　計,106222,178968139,1939361,5234846,94987403,8121337,8684583,1218826,162015,53623291,932429,3027703,117951,918393,115463832,541224
中正區,南門里,895,3062896,12126,175815,893608,123925,59274,3047,1402,1721395,3065,50863,16239,2137,1071633,26457
中正區,龍興里,1134,1102691,8198,43833,824618,48506,28340,1885,1411,116640,1218,23398,216,4429,1078365,2203
中正區,愛國里,1096,1209373,6874,21122,811587,74945,53066,3152,1473,214359,1780,15349,415,5251,1024928,2797
中正區,龍光里,1151,1500003,6169,49024,939890,75865,62219,5775,1394,305169,16156,31803,1870,4668,1184546,7223
中正區,河堤里,1694,1761444,17435,73464,1147770,111258,58753,10091,2276,283388,24715,24020,1028,7246,1465439,7650
中正區,龍福里,1825,2249260,20133,124718,1500960,133740,123810,8365,3408,253541,21752,25542,1374,31918,1873142,8069
中正區,螢雪里,1510,1298047,14091,49627,939701,74659,31884,2049,2285,154526,3742,19160,1055,5268,1249569,4689
